0x02057390 FSARollbackVolumeAsync
0x020542C0 FSASetPosFile
0x02056F9C FSASetPosFileAsync
0x02051DA0 FSAShutdown
0x02054B34 FSATruncateFile
0x02057164 FSATruncateFileAsync
0x02052468 FSAUnmount
0x0205693C FSAUnmountAsync
0x02053D5C FSAWriteFile
0x02056E6C FSAWriteFileAsync
0x02053F1C FSAWriteFileWithPos
0x02056ED4 FSAWriteFileWithPosAsync
0x02059E28 FSAddClient
0x02059A28 FSAddClientEx
0x020607B0 FSAppendFile
0x0205BEA4 FSAppendFileAsync
0x02060274 FSBindMount
0x0205B0DC FSBindMountAsync
0x020602E4 FSBindUnmount
0x0205B3C8 FSBindUnmountAsync
0x0205A14C FSCancelAllCommands
0x0205A0D8 FSCancelCommand
0x02060364 FSChangeDir
0x0205B5D4 FSChangeDirAsync
0x02060EB8 FSChangeMode
0x0205CB88 FSChangeModeAsync
0x02060B68 FSCloseDir
0x0205C510 FSCloseDirAsync
0x020604F0 FSCloseFile
0x0205B898 FSCloseFileAsync
0x02059E34 FSDelClient
0x0205D9F8 FSDumpLastErrorLog
0x020608A8 FSFlushFile
0x0205C008 FSFlushFileAsync
0x020611B0 FSFlushMultiQuota
0x0205D188 FSFlushMultiQuotaAsync
0x02060F30 FSFlushQuota
0x0205CE78 FSFlushQuotaAsync
0x0205A070 FSGetAsyncResult
0x0205A064 FSGetClientNum
0x0205DFF8 FSGetCmdPriority
0x0205A20C FSGetCurrentCmdBlock
0x02060CD8 FSGetCwd
0x0205C760 FSGetCwdAsync
0x02061310 FSGetDirSize
0x0205D448 FSGetDirSizeAsync
0x0205E11C FSGetEmulatedError
0x02061380 FSGetEntryNum
0x0205D45C FSGetEntryNumAsync
0x0205DA00 FSGetErrorCodeForViewer
0x0205DE60 FSGetFSMessage
0x020615E4 FSGetFileBlockAddress
0x0205D874 FSGetFileBlockAddressAsync
0x020613F0 FSGetFileSystemInfo
0x0205D470 FSGetFileSystemInfoAsync
0x020612A0 FSGetFreeSpaceSize
0x0205D434 FSGetFreeSpaceSizeAsync
0x0205D9C4 FSGetLastError
0x0205DE30 FSGetLastErrorCodeForViewer
0x0206008C FSGetMountSource
0x0205AA34 FSGetMountSourceAsync
0x020600FC FSGetMountSourceNext
0x0205A920 FSGetMountSourceNextAsync
0x02060928 FSGetPosFile
0x0205C0BC FSGetPosFileAsync
0x02061230 FSGetStat
0x0205D420 FSGetStatAsync
0x02060A08 FSGetStatFile
0x0205C248 FSGetStatFileAsync
0x0205A078 FSGetStateChangeInfo
0x0205A1E0 FSGetUserData
0x02061574 FSGetVolumeInfo
0x0205D748 FSGetVolumeInfoAsync
0x0205A24C FSGetVolumeState
0x020597F4 FSInit
0x0205A080 FSInitCmdBlock
0x02060A78 FSIsEof
0x0205C330 FSIsEofAsync
0x02060D48 FSMakeDir
0x0205C88C FSMakeDirAsync
0x020614E0 FSMakeLink
0x0205D640 FSMakeLinkAsync
0x02060FB0 FSMakeQuota
0x0205CC78 FSMakeQuotaAsync
0x0206017C FSMount
0x0205AAE4 FSMountAsync
0x02060AF8 FSOpenDir
0x0205C3E4 FSOpenDirAsync
0x020603E4 FSOpenFile
0x0205B860 FSOpenFileAsync
0x02061460 FSOpenFileByStat
0x0205D484 FSOpenFileByStatAsync
0x0206045C FSOpenFileEx
0x0205B6D8 FSOpenFileExAsync
0x02060BE8 FSReadDir
0x0205C5C4 FSReadDirAsync
0x02060570 FSReadFile
0x0205BC34 FSReadFileAsync
0x020605FC FSReadFileWithPos
0x0205BC70 FSReadFileWithPosAsync
0x02061130 FSRegisterFlushQuota
0x0205D084 FSRegisterFlushQuotaAsync
0x02060DC8 FSRemove
0x0205C994 FSRemoveAsync
0x02061030 FSRemoveQuota
0x0205CD74 FSRemoveQuotaAsync
0x02060E48 FSRename
0x0205CA98 FSRenameAsync
0x02060C58 FSRewindDir
0x0205C6AC FSRewindDirAsync
0x020610B0 FSRollbackQuota
0x0205CF7C FSRollbackQuotaAsync
0x0205DF1C FSSetCmdPriority
0x0205E054 FSSetEmulatedError
0x02060998 FSSetPosFile
0x0205C1A4 FSSetPosFileAsync
0x0205A280 FSSetStateChangeNotification
0x0205A1B4 FSSetUserData
0x02059964 FSShutdown
0x02062264 FSTimeToCalendarTime
0x02060828 FSTruncateFile
0x0205BF54 FSTruncateFileAsync
0x020601F4 FSUnmount
0x0205AED8 FSUnmountAsync
0x02060690 FSWriteFile
0x0205BE34 FSWriteFileAsync
0x0206071C FSWriteFileWithPos
0x0205BE70 FSWriteFileWithPosAsync
0x02066818 HIOClose
0x02066304 HIOInit
0x02066598 HIOOpenEx
0x02066968 HIORead
0x020669B0 HIOReadAsyncEx
0x0206653C HIOShutdown
0x02066B90 HIOWrite
0x02066BF8 HIOWriteAsyncEx
0x02009AB8 ICBlockInvalidate
0x02009A28 ICInvalidateRange
0x02073DC4 IMDisableAPD
0x02073F14 IMDisableDim
0x02073DD0 IMEnableAPD
0x02073F50 IMEnableDim
0x02073E84 IMEndAPDVideoMode
0x02073E18 IMGetAPDPeriod
0x02074014 IMGetDimEnableDRC
0x02074008 IMGetDimEnableTV
0x02073FCC IMGetDimPeriod
0x02073E30 IMGetTimeBeforeAPD
0x02073FE4 IMGetTimeBeforeDimming
0x02073E24 IMIsAPDEnabled
0x02073F08 IMIsAPDEnabledBySysSettings
0x02073FD8 IMIsDimEnabled
0x02073FFC IMSetDimEnableDRC
0x02073FF0 IMSetDimEnableTV
0x02073E3C IMStartAPDVideoMode
0x020737A8 IM_CancelGetEventNotify
0x02073290 IM_Close
0x02073720 IM_GetEventNotify
0x0207381C IM_GetHomeButtonParams
0x0207338C IM_GetNvParameter
0x020739A8 IM_GetNvParameterWithoutHandleAndItb
0x02073494 IM_GetParameter
0x02073AD8 IM_GetParameters
0x02073BFC IM_GetRuntimeParameter
0x02073524 IM_GetTimerRemaining
0x02073D2C IM_GetTimerRemainingSeconds
0x02073280 IM_Open
0x02073628 IM_SetDeviceState
0x020736A4 IM_SetDeviceStateEx
0x02073894 IM_SetHomeButtonParams
0x02073314 IM_SetNvParameter
0x02073910 IM_SetNvParameterWithoutHandleAndItb
0x0207341C IM_SetParameter
0x02073C94 IM_SetRuntimeParameter
0x02073294 IM_SetSystemPolicy
0x020735B0 IM_SetTimerElpasedSeconds
0x0203AD24 IOS_Close
0x0203AE20 IOS_CloseAsync
0x0203AF28 IOS_CloseAsyncEx
0x0203BC6C IOS_Ioctl
0x0203BE20 IOS_IoctlAsync
0x0203BFF0 IOS_IoctlAsyncEx
0x0203C1C0 IOS_Ioctlv
0x0203C2F0 IOS_IoctlvAsync
0x0203C43C IOS_IoctlvAsyncEx
0x0203A980 IOS_Open
0x0203AAB4 IOS_OpenAsync
0x0203ABEC IOS_OpenAsyncEx
0x0203B030 IOS_Read
0x0203B190 IOS_ReadAsync
0x0203B30C IOS_ReadAsyncEx
0x0203B8E0 IOS_Seek
0x0203B9FC IOS_SeekAsync
0x0203BB34 IOS_SeekAsyncEx
0x0203B488 IOS_Write
0x0203B5E8 IOS_WriteAsync
0x0203B764 IOS_WriteAsyncEx
0x0203A79C IPCBufPoolAllocate
0x0203A598 IPCBufPoolCreate
0x0203A84C IPCBufPoolFree
0x0203A8F0 IPCBufPoolGetAttributes
0x0203CAE8 IPCDriverClose
0x0203CB38 IPCDriverDisplayStatistics
0x0203C708 IPCDriverInit
0x0203C988 IPCDriverOpen
0x02008BF8 LCAlloc
0x02008DB0 LCDealloc
0x02008FB4 LCDisableDMA
0x02008EF0 LCEnableDMA
0x02008B18 LCGetAllocatableSize
0x02009B20 LCGetDMAQueueLength
0x02008AE0 LCGetMaxSize
0x02008AE8 LCGetUnallocated
0x02008924 LCHardwareIsAvailable
0x02008FE0 LCIsDMAEnabled
0x0200897C LCLoadDMABlocks
0x02008A30 LCStoreDMABlocks
0x02009B2C LCWaitDMAQueue
0x0206DF58 MCPFlush_Finalize
0x0206E540 MCPFlush_FlushLockedRootQuota
0x0206E484 MCPFlush_FlushRootQuota
0x0206DFDC MCPFlush_GetRootQuotaPath
0x0206DED4 MCPFlush_Initialize
0x0206E184 MCPFlush_LockRootQuota
0x0206E6F4 MCPFlush_RollbackLockedRootQuota
0x0206E30C MCPFlush_UnlockRootQuota
0x0206DBC0 MCP_AocCloseTitle
0x0206D9C8 MCP_AocGetOpenInfo
0x0206DC3C MCP_AocLockTitle
0x0206DB2C MCP_AocOpenTitle
0x0206DD34 MCP_AocTestScanned
0x0206DCB8 MCP_AocUnlockTitle
0x02070938 MCP_AppTagCreate
0x020708C8 MCP_AppTagFlush
0x020707F4 MCP_AppTagGetEnability
0x020709A8 MCP_AppTagGetSize
0x02070B2C MCP_AppTagReadWithPos
0x02070970 MCP_AppTagRemove
0x02070900 MCP_AppTagRollback
0x02070734 MCP_AppTagSetEnability
0x02070A6C MCP_AppTagTruncateWithPos
0x02070BFC MCP_AppTagWriteWithPos
0x0206E9CC MCP_ChangeEcoSettings
0x0206EB18 MCP_ChangeEcoWDSetting
0x0206EC68 MCP_ChangeStandbySettings
0x0206CF24 MCP_ChangeSystemMemoryEmuMode
0x0206CD54 MCP_ChangeSystemMode
0x020673A8 MCP_Close
0x02067470 MCP_CompatCopyFile
0x020678D0 MCP_CompatExLaunch
0x02067904 MCP_CompatExPrepareLaunch
0x020675DC MCP_CompatGetVersion
0x020679C0 MCP_CompatHaiCreateCompanionFile
0x02070248 MCP_CompatListOwnedTitles
0x020677DC MCP_CompatLoadAVFile
0x0206740C MCP_CompatWagonCreateContext
0x02067458 MCP_CompatWagonDeleteArchiveHash
0x02067440 MCP_CompatWagonDeleteContext
0x020673F4 MCP_CompatWagonDestinationComplete
0x020673DC MCP_CompatWagonDestinationPrepare
0x020673C4 MCP_CompatWagonSourceComplete
0x020673AC MCP_CompatWagonSourcePrepare
0x0206AC6C MCP_CopyGetRequiredSize
0x0206B288 MCP_CopyTitleAbort
0x0206B094 MCP_CopyTitleAsync
0x0206B0A4 MCP_CopyTitleDoneAsync
0x0206B09C MCP_CopyTitleWithoutFlushAsync
0x0206C758 MCP_CreateLinkedTitlePackage
0x0206AAA4 MCP_DeleteContentAsync
0x0206C950 MCP_DeleteLinkedTitlePackage
0x0206A854 MCP_DeleteTicketsAsync
0x0206A6D0 MCP_DeleteTitleAbort
0x0206A6C0 MCP_DeleteTitleAsync
0x0206A6E8 MCP_DeleteTitleDoneAsync
0x0206A6C8 MCP_DeleteTitleWithoutFlushAsync
0x0206C184 MCP_DeleteUserData
0x0206C108 MCP_DeleteUserDataWithException
0x0206D798 MCP_DemoLaunchGetRemainder
0x0206DEAC MCP_DeviceList
0x0206DEBC MCP_DisablePowerOffOnCrash
0x0206D010 MCP_ExternalStorageLock
0x0206D108 MCP_ExternalStorageUnlock
0x020704D0 MCP_FindContentInfos
0x0206CCAC MCP_FormatExternalStorage
0x0206DEB4 MCP_FullDeviceList
0x0206F348 MCP_Get4SecondOffStatus
0x02070688 MCP_GetCompatDeviceId
0x02070310 MCP_GetContentInfos
0x0206D60C MCP_GetDefaultEcoTitleId
0x0206D4E0 MCP_GetDefaultTitleId
0x020705DC MCP_GetDeviceId
0x0206EA54 MCP_GetEcoSettings
0x0206EBA8 MCP_GetEcoWDSetting
0x0206D200 MCP_GetErrorCodeForViewer
0x0206CEC8 MCP_GetFastRelaunchEnable
0x02069524 MCP_GetInstalledContentCount
0x02069350 MCP_GetInstalledContentIndices
0x0206FF94 MCP_GetInstalledTitleVersion
0x0206D254 MCP_GetLastRawError
0x0206894C MCP_GetOverlayAppInfo
0x02067D40 MCP_GetOwnTitleInfo
0x0206FA2C MCP_GetPatchedTitleId
0x02069110 MCP_GetPreciseTitleSize
0x0206F54C MCP_GetSATALimiterState
0x0206ECF8 MCP_GetStandbySettings
0x0206BFB8 MCP_GetSysProdSettings
0x0206F384 MCP_GetSyslogFilterMask
0x0206CC50 MCP_GetSystemCrashFlag
0x0206CB20 MCP_GetSystemCrashLog
0x0206CBA0 MCP_GetSystemCrashLogDescription
0x0206CAA0 MCP_GetSystemLog
0x0206CFB4 MCP_GetSystemMemoryEmuMode
0x0206CDE4 MCP_GetSystemMode
0x02070264 MCP_GetSystemVersion
0x02069C14 MCP_GetTicketItemRights
0x02069A54 MCP_GetTicketViews
0x02069698 MCP_GetTitleId
0x02068714 MCP_GetTitleInfo
0x02068850 MCP_GetTitleInfoByDevice
0x020684F8 MCP_GetTitleInfoByTitleAndDevice
0x020687A8 MCP_GetTitleInfoByTitleAndDeviceType
0x02068604 MCP_GetTitleInfoByTitleAndIndexedDevice
0x0206F674 MCP_GetTitleSATALimiterState
0x02068F88 MCP_GetTitleSize
0x0206C190 MCP_InitializeIvs
0x02070168 MCP_InstallCleanupAbort
0x02069A3C MCP_InstallCleanupAsync
0x02069A48 MCP_InstallCleanupWithoutFlushAsync
0x0206A510 MCP_InstallGetAocSize
0x0206A320 MCP_InstallGetAocSize2
0x0206FE50 MCP_InstallGetAvailableUpdateOp
0x02069E94 MCP_InstallGetInfo
0x02069E44 MCP_InstallGetProgress
0x0206A19C MCP_InstallGetRequiredSize
0x0206A018 MCP_InstallGetSize
0x0206FB8C MCP_InstallGetTargetDevice
0x0206B2A0 MCP_InstallSetCache
0x0206FAE8 MCP_InstallSetTargetDevice
0x0206ADF0 MCP_InstallSetTargetUsb
0x020698C4 MCP_InstallTitleAbort
0x02069744 MCP_InstallTitleAsync
0x020698B8 MCP_InstallTitleWithPatchMountAsync
0x0206FC30 MCP_InstallUtilGetTitleEnability
0x0206FF08 MCP_InstallUtilIsResumeAvailable
0x020676EC MCP_LaunchCompat
0x0207022C MCP_ListOwnedTitles
0x02070CCC MCP_NominalTitleGetTitleId
0x02067398 MCP_Open
0x0206C544 MCP_PatchCheckTitleVersion
0x0206C3AC MCP_PatchCheckTitleVersionByPath
0x0206C6A4 MCP_PatchDeleteVersionList
0x0206C268 MCP_PatchGetLatestVersion
0x0206C2B8 MCP_PatchGetVersion
0x02070180 MCP_PatchGetVersionListVersion
0x0206F734 MCP_PatchSetLatestVersion
0x0206F720 MCP_PatchSetRequiredVersion
0x0206F748 MCP_PatchSetVersionListVersion
0x0206D354 MCP_PreloadTitleFolder
0x0206F53C MCP_RequestPowerOff
0x0206E8A8 MCP_ResetOnPanicEnable
0x0206E934 MCP_ResetOnPanicState
0x0206D6A4 MCP_RightCheckLaunchable
0x0206D578 MCP_SetDefaultEcoTitleId
0x0206D44C MCP_SetDefaultTitleId
0x0206CE38 MCP_SetFastRelaunchEnable
0x0206F5E4 MCP_SetSATALimiterState
0x0206C060 MCP_SetSysProdSettings
0x0206F41C MCP_SetSyslogFilterMask
0x02067AB0 MCP_TitleCount
0x02067AF0 MCP_TitleList
0x02068180 MCP_TitleListByAppAndDevice
0x020682A4 MCP_TitleListByAppAndDeviceType
0x02067BD4 MCP_TitleListByAppType
0x0206835C MCP_TitleListByAppTypeFlagsAndDeviceType
0x02067FE4 MCP_TitleListByDevice
0x020680D0 MCP_TitleListByDeviceType
0x02068BFC MCP_TitleListByUniqueId
0x02068CB0 MCP_TitleListByUniqueIdAndDeviceType
0x02068DAC MCP_TitleListByUniqueIdAndDeviceTypeAndAppType
0x02068EB0 MCP_TitleListByUniqueIdAndIndexedDeviceAndAppType
0x02069304 MCP_TitleListUpdateCancel
0x020692B0 MCP_TitleListUpdateGetNext
0x0206CC20 MCP_TriggerCrashLogCollection
0x0206CC38 MCP_TriggerCrashLogCollectionEx
0x0206A938 MCP_UninstallTitleAsync
0x0206B2A8 MCP_UpdateCheckAsync
0x0206BDFC MCP_UpdateCheckContext
0x0206BD68 MCP_UpdateCheckResume
0x0206B414 MCP_UpdateCheckUpdaterVersion
0x0206BC6C MCP_UpdateClearContextAsync
0x0206BF20 MCP_UpdateContextReadUserFlag
0x0206BE90 MCP_UpdateContextSetUserFlag
0x0206B554 MCP_UpdateGetPathByAppTypeAsync
0x0206BCC0 MCP_UpdateGetProgress
0x0206BADC MCP_UpdateGetUpdater
0x0206B9D0 MCP_UpdateLaunchUpdater
0x0206BAF8 MCP_UpdatePerformAsync
0x0206B798 MCP_UpdatePrepareUpdaterAsync
0x0206BA38 MCP_UpdateSetUpdater
0x0206F114 MCP_WagonUCheckArchiveExists
0x0206EE2C MCP_WagonUCreateArchive
0x0206F1A4 MCP_WagonUDeleteArchive
0x0206F050 MCP_WagonUEstimateArchiveSize
0x0206EF94 MCP_WagonUEstimateArchiveSizeEx
0x0206F234 MCP_WagonUFormatDestination
0x0206F074 MCP_WagonUGetProgress
0x0206EEE0 MCP_WagonUInstallArchive
0x0206F2B4 MCP_WagonUSetSessionId
0x02038AF0 MEMAddBlockHeapTracking
0x020357F8 MEMAdjustExpHeap
0x020369F0 MEMAdjustFrmHeap
0x02033070 MEMAllocFromAllocator
0x02039114 MEMAllocFromBlockHeapAt
0x0203925C MEMAllocFromBlockHeapEx
0x02034AB4 MEMAllocFromExpHeapEx
0x0203644C MEMAllocFromFrmHeapEx
0x020388EC MEMAllocFromUnitHeap
0x02037FCC MEMAppendListObject
0x02038AD0 MEMCalcHeapSizeForUnitHeap
0x020358EC MEMCheckExpHeap
0x02035B34 MEMCheckForMBlockExpHeap
0x02037D04 MEMCheckHeap
0x0203855C MEMCountFreeBlockForUnitHeap
0x02034978 MEMCreateExpHeapEx
0x02036310 MEMCreateFrmHeapEx
0x02038708 MEMCreateUnitHeapEx
0x02033380 MEMCreateUserHeapHandle
0x02038DD0 MEMDestroyBlockHeap
0x02034A3C MEMDestroyExpHeap
0x020363D4 MEMDestroyFrmHeap
0x02038874 MEMDestroyUnitHeap
0x02037C04 MEMDumpHeap
0x02037914 MEMFindContainHeap
0x02037A7C MEMFindParentHeap
0x02036894 MEMFreeByStateToFrmHeap
0x020330DC MEMFreeToAllocator
0x02039438 MEMFreeToBlockHeap
0x02034EB4 MEMFreeToExpHeap
0x020365A4 MEMFreeToFrmHeap
0x020389E8 MEMFreeToUnitHeap
0x0203579C MEMGetAllocDirForMBlockExpHeap
0x0203532C MEMGetAllocModeForExpHeap
0x02039908 MEMGetAllocatableSizeForBlockHeapEx
0x0203508C MEMGetAllocatableSizeForExpHeapEx
0x0203665C MEMGetAllocatableSizeForFrmHeapEx
0x02033340 MEMGetArena
0x02033250 MEMGetBaseHeapHandle
0x02036C9C MEMGetFillValForHeap
0x02035558 MEMGetGroupIDForExpHeap
0x02035744 MEMGetGroupIDForMBlockExpHeap
0x02038398 MEMGetNextListObject
0x0203849C MEMGetNthListObject
0x0203841C MEMGetPrevListObject
0x020356EC MEMGetSizeForMBlockExpHeap
0x02039804 MEMGetTotalFreeSizeForBlockHeap
0x02034FD0 MEMGetTotalFreeSizeForExpHeap
0x020397A0 MEMGetTrackingLeftInBlockHeap
0x020331B0 MEMInitAllocatorForBlockHeap
0x020331F8 MEMInitAllocatorForDefaultHeap
0x02033150 MEMInitAllocatorForExpHeap
0x02033170 MEMInitAllocatorForFrmHeap
0x02033190 MEMInitAllocatorForUnitHeap
0x02038C6C MEMInitBlockHeap
0x02037EC0 MEMInitList
0x02038184 MEMInsertListObject
0x020380AC MEMPrependListObject
0x02036794 MEMRecordStateForFrmHeap
0x020382A4 MEMRemoveListObject
0x02034C18 MEMResizeForMBlockExpHeap
0x02036AC0 MEMResizeForMBlockFrmHeap
0x02035278 MEMSetAllocModeForExpHeap
0x02033290 MEMSetBaseHeapHandle
0x02037E34 MEMSetFillValForHeap
0x0203548C MEMSetGroupIDForExpHeap
0x020353CC MEMUseMarginOfAlignmentForExpHeap
0x020355F4 MEMVisitAllocatedForExpHeap
0x02036100 MEMiGetFreeEndForFrmHeap
0x02036098 MEMiGetFreeStartForFrmHeap
0x0203520C MEMiIsEmptyExpHeap
0x02072988 MPDequeTask
0x02072A10 MPDequeTasks
0x02072898 MPEnqueTask
0x02072E78 MPGetTaskInfo
0x02072300 MPGetTaskQInfo
0x02073004 MPGetTaskUserData
0x02072E3C MPInitTask
0x02072240 MPInitTaskQ
0x02072BDC MPPrintTaskQStats
0x02072ADC MPResetTaskQ
0x02072EA0 MPRunTask
0x020723DC MPRunTasksFromTaskQ
0x0207300C MPSetTaskUserData
0x02072370 MPStartTaskQ
0x0207258C MPStopTaskQ
0x02072E70 MPTermTask
0x020722F8 MPTermTaskQ
0x02072600 MPWaitTaskQ
0x020726F0 MPWaitTaskQWithTimeout
0x0204B930 MasterAgent_LoadNotify
0x02074214 NSYSTEST_Do
0x0202254C OSAcquireSpinLock
0x02008100 OSAddAtomic
0x02007ACC OSAddAtomic64
0x020074B8 OSAllocFromSystem
0x020307B0 OSAllocSysHealth
0x0201D574 OSAllocVirtAddr
0x02008138 OSAndAtomic
0x02007C04 OSAndAtomic64
0x0202F0DC OSBlockLogSave
0x0201C278 OSBlockMove
0x0201C694 OSBlockSet
0x0203146C OSBlockThreadsOnExit
0x0202CE20 OSCalendarTimeToTicks
0x0200600C OSCancelAlarm
0x0200687C OSCancelAlarms
0x0202C090 OSCancelThread
0x0202B318 OSCheckActiveThreads
0x020221F0 OSCheckStopwatch
0x0202A928 OSCheckThreadStackUsage
0x02009E38 OSClearContext
0x0202B3D4 OSClearStack
0x0202B568 OSClearThreadStackUsage
0x0201D604 OSCodegenCopy
0x02022E0C OSCoherencyBarrier
0x02008188 OSCompareAndSwapAtomic
0x02007DD0 OSCompareAndSwapAtomic64
0x020081B0 OSCompareAndSwapAtomicEx
0x02007E80 OSCompareAndSwapAtomicEx64
0x02012E18 OSConsoleWrite
0x0202BE74 OSContinueThread
0x02030C10 OSCopyFromClipboard
0x02030B3C OSCopyToClipboard
0x02004E00 OSCreateAlarm
0x02004F34 OSCreateAlarmEx
0x0202A88C OSCreateThread
0x0202A8B4 OSCreateThreadType
0x020315DC OSDeRegisterSystemModeCallback
0x0202AD44 OSDetachThread
0x0202E95C OSDisableAllThreadFPUException
0x0202E9EC OSDisableContextFPUException
0x020192C4 OSDisableInterrupts
0x0201CF40 OSDisableOverlayArena
0x0201CFAC OSDisableOverlayArenaDev
0x0201CF9C OSDisableOverlayArenaWithTimeout
0x0201D05C OSDisableOverlayArenaWithTimeoutDev
0x0202E8F4 OSDisableThreadFPUException
0x0200D154 OSDriver_CopyFromSaveArea
0x0200D2A4 OSDriver_CopyToSaveArea
0x0200C4F4 OSDriver_Deregister
0x0200BF4C OSDriver_Register
0x02009B4C OSDumpContext
0x020222E0 OSDumpStopwatch
0x0200FFD0 OSDynLoad_Acquire
0x0200FFD8 OSDynLoad_AcquireContainingModule
0x020118C8 OSDynLoad_AddNofifyCallback
0x020117B8 OSDynLoad_AddNotifyCallback
0x020118CC OSDynLoad_DelNotifyCallback
0x02011444 OSDynLoad_FindExport
0x02012C08 OSDynLoad_FindTag
0x0200D524 OSDynLoad_GetAllocator
0x0200D8E4 OSDynLoad_GetLoaderHeapStatistics
0x02011614 OSDynLoad_GetModuleName
0x02012658 OSDynLoad_GetNumberOfRPLs
0x020126D4 OSDynLoad_GetRPLInfo
0x0200D704 OSDynLoad_GetTLSAllocator
